catalyst_name,support,promoter,temperature_c,pressure_bar,ghsv,h2_co2_ratio,conversion_pct,selectivity_pct,yield_pct,productivity,stability_text,patent_number,evidence,original_row_index,data_quality_score
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts; silver 3 parts],Alumina (Al2O3),Silver (Ag),580.0,,1.0,,43.3,90.7,,,,2(4).pdf,,21,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts; gold 3 parts],Alumina (Al2O3),Gold (Au),580.0,,1.0,,43.4,91.4,,,,2(4).pdf,,22,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts; copper 1.5 parts + silver 1.5 parts],Alumina (Al2O3),Copper (Cu); Silver (Ag),580.0,,1.0,,44.7,91.6,,,,2(4).pdf,,23,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 7.2 parts + tungsten 1.8 parts; copper 1.5 parts + silver 1.5 parts],Alumina (Al2O3),Copper (Cu); Silver (Ag),580.0,,1.0,,44.5,91.1,,,,2(4).pdf,,24,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 1.8 parts + tungsten 7.2 parts; copper 1.5 parts + silver 1.5 parts],Alumina (Al2O3),Copper (Cu); Silver (Ag),580.0,,1.0,,44.4,91.3,,,,2(4).pdf,,25,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts; copper 1.5 parts + gold 1.5 parts],Alumina (Al2O3),Copper (Cu); Gold (Au),580.0,,1.0,,45.3,91.7,,,,2(4).pdf,,26,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 7.2 parts + tungsten 1.8 parts; copper 1.5 parts + gold 1.5 parts],Alumina (Al2O3),Copper (Cu); Gold (Au),580.0,,1.0,,45.1,91.5,,,,2(4).pdf,,27,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 1.8 parts + tungsten 7.2 parts; copper 1.5 parts + gold 1.5 parts],Alumina (Al2O3),Copper (Cu); Gold (Au),580.0,,1.0,,45.2,91.4,,,,2(4).pdf,,28,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts; copper 1 parts + silver 1 parts + gold 1 parts],Alumina (Al2O3),Copper (Cu); Silver (Ag); Gold (Au),580.0,,1.0,,46.1,92.3,,,,2(4).pdf,,29,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 7.2 parts + tungsten 1.8 parts; copper 1 parts + silver 1 parts + gold 1 parts],Alumina (Al2O3),Copper (Cu); Silver (Ag); Gold (Au),580.0,,1.0,,45.9,92.1,,,,2(4).pdf,,30,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 1.8 parts + tungsten 7.2 parts; copper 1 parts + silver 1 parts + gold 1 parts],Alumina (Al2O3),Copper (Cu); Silver (Ag); Gold (Au),580.0,,1.0,,45.3,91.8,,,,2(4).pdf,,31,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 7.2 parts + tungsten 1.8 parts; no added promoter],Alumina (Al2O3),,580.0,,1.0,,30.6,86.9,,,,2(4).pdf,,32,0.85
Tungsten oxide catalyst on alumina [tungsten 9 parts; no added promoter],Alumina (Al2O3),,580.0,,1.0,,20.2,82.5,,,,2(4).pdf,,33,0.85
Chromium oxide catalyst on alumina [chromium 9 parts; sodium 2 parts + iron 1 parts],Alumina (Al2O3),Sodium (Na); Iron (Fe),580.0,,1.0,,35.7,87.8,,,,2(4).pdf,,34,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 1.8 parts + tungsten 7.2 parts; no added promoter],Alumina (Al2O3),,580.0,,1.0,,24.8,82.1,,,,2(4).pdf,,35,0.85
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts + copper 3 parts],Alumina (Al2O3),Copper (Cu),530.0,1.0,1.0,,21.6,93.2,,,,2(4).pdf,,36,1.0
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts + copper 3 parts],Alumina (Al2O3),Copper (Cu),620.0,1.0,1.0,,47.1,84.9,,,,2(4).pdf,,37,1.0
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts + copper 3 parts],Alumina (Al2O3),Copper (Cu),660.0,1.0,1.0,,50.6,82.8,,,,2(4).pdf,,38,1.0
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts + copper 3 parts],Alumina (Al2O3),Copper (Cu),620.0,10.0,1.0,,25.8,84.9,,,,2(4).pdf,,39,1.0
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts + copper 3 parts],Alumina (Al2O3),Copper (Cu),620.0,0.5,1.0,,49.4,87.2,,,,2(4).pdf,,40,1.0
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts + copper 3 parts],Alumina (Al2O3),Copper (Cu),620.0,1.0,0.3,,51.7,78.7,,,,2(4).pdf,,41,1.0
Chromium-tungsten oxide catalyst on alumina [chromium 4.5 parts + tungsten 4.5 parts + copper 3 parts],Alumina (Al2O3),Copper (Cu),620.0,1.0,8.0,,30.5,88.9,,,,2(4).pdf,,42,1.0
Platinum catalyst on heat-transfer composite support [Pt + tin + cerium + calcium + chlorine],Composite support: zinc aluminate + dealuminated ZSM-5 zeolite + macroporous alumina,"Tin, cerium, calcium, chlorine",585.0,4.5,5.5,0.05,,,,,,5(4).pdf,"Patent says Table 1 compares conversion, selectivity, and stable operation time, but the numeric Table 1 cells were not visible/extracted from the supplied PDF; performance cells are intentionally blank.",43,0.6
Chromium catalyst on heat-transfer composite support [Cr + gallium + copper + zirconium + magnesium + potassium + chlorine],Composite support: zinc aluminate + dealuminated ZSM-5 zeolite + macroporous alumina,"Gallium, copper, zirconium, magnesium, potassium, chlorine",585.0,4.5,5.5,0.05,,,,,,5(4).pdf,"Patent says Table 1 compares conversion, selectivity, and stable operation time, but the numeric Table 1 cells were not visible/extracted from the supplied PDF; performance cells are intentionally blank.",44,0.6
Molybdenum-tungsten catalyst on heat-transfer composite support [Mo + W + vanadium + lanthanum],Composite support: zinc aluminate + dealuminated ZSM-5 zeolite + macroporous alumina,Lanthanum,585.0,4.5,5.5,0.05,,,,,,5(4).pdf,"Patent says Table 1 compares conversion, selectivity, and stable operation time, but the numeric Table 1 cells were not visible/extracted from the supplied PDF; performance cells are intentionally blank.",45,0.6
Platinum catalyst on regular alumina [same Pt/Sn/Ce/Ca/Cl as composite-support catalyst],Commercial gamma-alumina,"Tin, cerium, calcium, chlorine",585.0,4.5,5.5,0.05,,,,,,5(4).pdf,"Patent says Table 1 compares conversion, selectivity, and stable operation time, but the numeric Table 1 cells were not visible/extracted from the supplied PDF; performance cells are intentionally blank.",46,0.6
Chromium catalyst on regular alumina [same Cr modifiers as composite-support catalyst],Commercial gamma-alumina,"Gallium, copper, zirconium, magnesium, potassium, chlorine",585.0,4.5,5.5,0.05,,,,,,5(4).pdf,"Patent says Table 1 compares conversion, selectivity, and stable operation time, but the numeric Table 1 cells were not visible/extracted from the supplied PDF; performance cells are intentionally blank.",47,0.6
Molybdenum-tungsten catalyst on regular alumina [same Mo/W/V/La as composite-support catalyst],Commercial gamma-alumina,Lanthanum,585.0,4.5,5.5,0.05,,,,,,5(4).pdf,"Patent says Table 1 compares conversion, selectivity, and stable operation time, but the numeric Table 1 cells were not visible/extracted from the supplied PDF; performance cells are intentionally blank.",48,0.6
Chromium catalyst on regular activated alumina [Cr-Na-Zr-W],Commercial activated alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,57.72,62.93,36.32,,10 min,7(4).pdf,CrO3 38.46 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,49,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 15% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,54.86,71.14,39.02,,10 min,7(4).pdf,CrO3 28.85 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,50,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 18% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,55.75,72.73,40.55,,10 min,7(4).pdf,CrO3 34.62 g; NaOH 1.74 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,51,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 20% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,56.07,74.73,41.9,,10 min,7(4).pdf,CrO3 38.46 g; NaOH 1.74 g; zirconium nitrate 3.73 g; ammonium metatungstate 0.31 g; carrier 100 g,52,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 23% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,57.33,78.62,45.07,,10 min,7(4).pdf,CrO3 44.23 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.46 g; carrier 100 g,53,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 25% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,56.61,77.24,43.73,,10 min,7(4).pdf,CrO3 48.08 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.77 g; carrier 100 g,54,0.85
Chromium catalyst on regular activated alumina [Cr-Na-Zr-W],Commercial activated alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,51.76,75.79,39.23,,20 min,7(4).pdf,CrO3 38.46 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,55,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 15% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,51.87,78.02,40.47,,20 min,7(4).pdf,CrO3 28.85 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,56,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 18% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,52.12,79.67,41.52,,20 min,7(4).pdf,CrO3 34.62 g; NaOH 1.74 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,57,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 20% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,53.22,83.64,44.51,,20 min,7(4).pdf,CrO3 38.46 g; NaOH 1.74 g; zirconium nitrate 3.73 g; ammonium metatungstate 0.31 g; carrier 100 g,58,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 23% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,53.68,85.81,46.06,,20 min,7(4).pdf,CrO3 44.23 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.46 g; carrier 100 g,59,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 25% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,52.95,84.47,44.73,,20 min,7(4).pdf,CrO3 48.08 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.77 g; carrier 100 g,60,0.85
Chromium catalyst on regular activated alumina [Cr-Na-Zr-W],Commercial activated alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,50.31,75.76,38.12,,30 min,7(4).pdf,CrO3 38.46 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,61,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 15% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,50.62,79.51,40.25,,30 min,7(4).pdf,CrO3 28.85 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,62,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 18% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,51.36,81.23,41.72,,30 min,7(4).pdf,CrO3 34.62 g; NaOH 1.74 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g,63,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 20% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,52.92,84.12,44.52,,30 min,7(4).pdf,CrO3 38.46 g; NaOH 1.74 g; zirconium nitrate 3.73 g; ammonium metatungstate 0.31 g; carrier 100 g,64,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 23% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,54.13,86.19,46.65,,30 min,7(4).pdf,CrO3 44.23 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.46 g; carrier 100 g,65,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 25% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,53.29,85.03,45.31,,30 min,7(4).pdf,CrO3 48.08 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.77 g; carrier 100 g,66,0.85
Chromium catalyst on regular activated alumina [Cr-Na-Zr-W],Commercial activated alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,53.68,64.19,34.46,,after 800 C calcination for 2 h,7(4).pdf,CrO3 38.46 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g; sample calcined at 800 C for 2 h before activity comparison,67,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 15% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,53.76,72.56,39.01,,after 800 C calcination for 2 h,7(4).pdf,CrO3 28.85 g; NaOH 0.87 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g; sample calcined at 800 C for 2 h before activity comparison,68,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 18% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,54.64,74.18,40.53,,after 800 C calcination for 2 h,7(4).pdf,CrO3 34.62 g; NaOH 1.74 g; zirconium nitrate 1.86 g; ammonium metatungstate 0.15 g; carrier 100 g; sample calcined at 800 C for 2 h before activity comparison,69,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 20% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,54.39,76.97,41.86,,after 800 C calcination for 2 h,7(4).pdf,CrO3 38.46 g; NaOH 1.74 g; zirconium nitrate 3.73 g; ammonium metatungstate 0.31 g; carrier 100 g; sample calcined at 800 C for 2 h before activity comparison,70,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 23% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,55.61,80.98,45.03,,after 800 C calcination for 2 h,7(4).pdf,CrO3 44.23 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.46 g; carrier 100 g; sample calcined at 800 C for 2 h before activity comparison,71,0.85
Chromium catalyst on Lu/Sc-modified MgO-alumina [Cr 25% + Na/Zr/W],Lu/Sc-modified magnesium oxide-alumina,"Sodium (Na), zirconium (Zr), tungsten (W)",600.0,,800.0,9.0,54.35,79.56,43.24,,after 800 C calcination for 2 h,7(4).pdf,CrO3 48.08 g; NaOH 2.61 g; zirconium nitrate 5.59 g; ammonium metatungstate 0.77 g; carrier 100 g; sample calcined at 800 C for 2 h before activity comparison,72,0.85
"Platinum-tin catalyst on tin-aluminum SBA-15 zeolite [Pt 0.5%, Sn 1.0%, Na 1.0%]",AlSn-SBA-15 molecular sieve,Sodium,590.0,1.0,3.0,0.25,30.0,96.0,,,,10(4).pdf,,73,1.0
"Platinum-tin catalyst on tin-aluminum SBA-15 zeolite [Pt 0.5%, Sn 0.3%, Mg 1.0%]",AlSn-SBA-15 molecular sieve,Magnesium,590.0,1.0,3.0,0.25,31.0,95.0,,,20 h,10(4).pdf,,74,1.0
"Platinum-tin catalyst on tin-aluminum SBA-15 zeolite [Pt 0.5%, Sn 1.2%, Na 0.5%, K 0.5%]",AlSn-SBA-15 molecular sieve,Sodium and potassium,590.0,1.0,3.0,0.25,33.0,96.0,,,20 h,10(4).pdf,,75,1.0
"Platinum-tin catalyst on tin-aluminum SBA-15 zeolite [Pt 0.5%, Sn 1.8%, Ba 1.0%]",AlSn-SBA-15 molecular sieve,Barium,590.0,1.0,3.0,0.25,30.0,95.0,,,20 h,10(4).pdf,,76,1.0
Platinum-tin-potassium-yttrium catalyst on alumina ball,Alumina ball,Potassium (K) and Yttrium (Y),610.0,,3.0,0.25,58.1,74.15,43.08,,initial,12(4).pdf,,77,0.85
Platinum-tin-potassium-yttrium catalyst on alumina ball,Alumina ball,Potassium (K) and Yttrium (Y),610.0,,3.0,0.25,44.18,83.04,36.62,,3 h average,12(4).pdf,,78,0.85
Platinum-tin-potassium-lanthanum catalyst on alumina ball,Alumina ball,Potassium (K) and Lanthanum (La),610.0,,3.0,0.25,56.17,75.63,42.49,,initial,12(4).pdf,,79,0.85
Platinum-tin-potassium-lanthanum catalyst on alumina ball,Alumina ball,Potassium (K) and Lanthanum (La),610.0,,3.0,0.25,37.18,81.15,30.15,,3 h average,12(4).pdf,,80,0.85
Platinum-tin-potassium-cerium catalyst on alumina ball,Alumina ball,Potassium (K) and Cerium (Ce),610.0,,3.0,0.25,38.89,74.67,29.04,,initial,12(4).pdf,,81,0.85
Platinum-tin-potassium-cerium catalyst on alumina ball,Alumina ball,Potassium (K) and Cerium (Ce),610.0,,3.0,0.25,24.64,72.75,17.99,,3 h average,12(4).pdf,,82,0.85
Platinum-tin-potassium-praseodymium catalyst on alumina ball,Alumina ball,Potassium (K) and Praseodymium (Pr),610.0,,3.0,0.25,50.96,75.97,38.72,,initial,12(4).pdf,,83,0.85
Platinum-tin-potassium-praseodymium catalyst on alumina ball,Alumina ball,Potassium (K) and Praseodymium (Pr),610.0,,3.0,0.25,28.18,75.95,21.49,,3 h average,12(4).pdf,,84,0.85
Platinum-tin-potassium-neodymium catalyst on alumina ball,Alumina ball,Potassium (K) and Neodymium (Nd),610.0,,3.0,0.25,,,,,"Table 2 row present, numeric values blank in supplied PDF",12(4).pdf,Table 2 row for Example 5 contains no numeric performance values in the supplied PDF.,85,0.45
Platinum-tin-potassium catalyst on alumina ball [no rare-earth promoter],Alumina ball,Potassium (K),610.0,,3.0,0.25,47.54,86.51,41.12,,initial,12(4).pdf,,86,0.85
Platinum-tin-potassium catalyst on alumina ball [no rare-earth promoter],Alumina ball,Potassium (K),610.0,,3.0,0.25,35.75,81.18,29.09,,3 h average,12(4).pdf,,87,0.85
Molybdenum-tin FAU zeolite catalyst [Mo 6% + Sn 4%],Alumina-silicate zeolite,,450.0,1.0,7200.0,0.2,45.0,50.0,,,3 h,15(2).pdf,,88,1.0
Molybdenum-gallium MFI zeolite catalyst [Mo 6% + Ga 4%],Alumina-silicate zeolite,,300.0,1.0,7200.0,0.2,25.0,30.0,,,3 h,15(2).pdf,Patent table defines X=45 and Y=50; reported cells are X/Y offsets. Values entered here are the exact arithmetic results from those patent-defined offsets.,89,1.0
Molybdenum-gallium MFI zeolite catalyst [Mo 6% + Ga 4%],Alumina-silicate zeolite,,400.0,1.0,7200.0,0.2,33.0,40.0,,,3 h,15(2).pdf,Patent table defines X=45 and Y=50; reported cells are X/Y offsets. Values entered here are the exact arithmetic results from those patent-defined offsets.,90,1.0
Molybdenum-gallium MFI zeolite catalyst [Mo 6% + Ga 4%],Alumina-silicate zeolite,,450.0,1.0,7200.0,0.2,40.0,45.0,,,3 h,15(2).pdf,Patent table defines X=45 and Y=50; reported cells are X/Y offsets. Values entered here are the exact arithmetic results from those patent-defined offsets.,91,1.0
Molybdenum-gallium MFI zeolite catalyst [Mo 6% + Ga 4%],Alumina-silicate zeolite,,500.0,1.0,7200.0,0.2,47.0,60.0,,,3 h,15(2).pdf,Patent table defines X=45 and Y=50; reported cells are X/Y offsets. Values entered here are the exact arithmetic results from those patent-defined offsets.,92,1.0
Molybdenum-gallium MFI zeolite catalyst [Mo 6% + Ga 4%],Alumina-silicate zeolite,,550.0,1.0,7200.0,0.2,55.0,65.0,,,3 h,15(2).pdf,Patent table defines X=45 and Y=50; reported cells are X/Y offsets. Values entered here are the exact arithmetic results from those patent-defined offsets.,93,1.0
Molybdenum-tin FAU zeolite catalyst [Mo 6% + Sn 4%],Alumina-silicate zeolite,,,1.0,7200.0,0.2,20.0,52.0,,,240 min,15(2).pdf,Patent Table 4 gives X/Y offsets with X=45 and Y=50; values entered here are exact arithmetic results from those offsets. Temperature is not restated in the table text and is left blank.,94,0.85
Molybdenum-tin FAU zeolite catalyst [Mo 6% + Sn 4%],Alumina-silicate zeolite,,,1.0,7200.0,0.2,18.0,55.0,,,480 min,15(2).pdf,Patent Table 4 gives X/Y offsets with X=45 and Y=50; values entered here are exact arithmetic results from those offsets. Temperature is not restated in the table text and is left blank.,95,0.85
Molybdenum-tin FAU zeolite catalyst [Mo 6% + Sn 4%],Alumina-silicate zeolite,,,1.0,7200.0,0.2,13.0,53.0,,,720 min,15(2).pdf,Patent Table 4 gives X/Y offsets with X=45 and Y=50; values entered here are exact arithmetic results from those offsets. Temperature is not restated in the table text and is left blank.,96,0.85
Molybdenum-tin FAU zeolite catalyst [Mo 6% + Sn 4%],Alumina-silicate zeolite,,,1.0,7200.0,0.2,10.0,52.0,,,960 min,15(2).pdf,Patent Table 4 gives X/Y offsets with X=45 and Y=50; values entered here are exact arithmetic results from those offsets. Temperature is not restated in the table text and is left blank.,97,0.85
Molybdenum-tin FAU zeolite catalyst [Mo 6% + Sn 4%],Alumina-silicate zeolite,,,1.0,7200.0,0.2,12.0,56.0,,,1200 min,15(2).pdf,Patent Table 4 gives X/Y offsets with X=45 and Y=50; values entered here are exact arithmetic results from those offsets. Temperature is not restated in the table text and is left blank.,98,0.85
